SubjectID,chsev.fear.001_BOTTOM_X_ctx_rh_G_front_inf-Opercular,chsev.fear.001_BOTTOM_X_ctx_rh_G_Ins_lg_and_S_cent_ins,chsev.fear.001_BOTTOM_X_ctx_rh_Lat_Fis-post,chsev.fear.001_BOTTOM_X_ctx_rh_G_insular_short,chsev.fear.001_TOP_X_ctx_rh_G_Ins_lg_and_S_cent_ins,chsev.fear.001_BOTTOM_X_Right-Cerebral-White-Matter,chsev.fear.001_TOP_X_ctx_rh_G_insular_short,chsev.fear.001_BOTTOM_X_Right-Putamen,chsev.fear.001_TOP_X_ctx_rh_S_circular_insula_sup,chsev.fear.001_BOTTOM_X_Right-Pallidum,chsev.fear.001_TOP_X_ctx_rh_G_front_inf-Opercular,chsev.fear.001_TOP_X_ctx_rh_S_front_inf,chsev.fear.001_BOTTOM_X_ctx_rh_S_circular_insula_sup,chsev.fear.001_BOTTOM_X_ctx_rh_S_circular_insula_inf,chsev.fear.003_BOTTOM_X_Right-Cerebral-White-Matter,chsev.fear.002_PRECUNEOUS_X_Right-Cerebral-White-Matter,chsev.fear.002_PRECUNEOUS_X_ctx_rh_G_cingul-Post-ventral,chsev.fear.001_TOP_X_Right-Putamen,chsev.fear.002_PRECUNEOUS_X_Left-Cerebral-White-Matter,chsev.fear.002_PRECUNEOUS_X_ctx_lh_G_precuneus,chsev.fear.002_PRECUNEOUS_X_ctx_lh_G_cuneus,chsev.fear.002_PRECUNEOUS_X_ctx_rh_G_precuneus,chsev.fear.001_TOP_X_Right-Cerebral-White-Matter,chsev.fear.002_PRECUNEOUS_X_ctx_rh_S_parieto_occipital,chsev.fear.001_TOP_X_ctx_rh_S_precentral-inf-part,chsev.fear.002_PRECUNEOUS_X_ctx_rh_S_calcarine,chsev.fear.003_BOTTOM_X_ctx_rh_G_front_inf-Orbital,chsev.fear.003_BOTTOM_X_ctx_rh_G_front_inf-Triangul,chsev.fear.003_BOTTOM_X_ctx_rh_G_orbital,chsev.fear.003_BOTTOM_X_ctx_rh_S_front_inf,chsev.fear.004_X_ctx_lh_S_front_sup,chsev.fear.003_BOTTOM_X_ctx_rh_S_orbital_lateral,chsev.fear.004_X_ctx_lh_G_front_middle,chsev.fear.004_X_Left-Cerebral-White-Matter,eptot.fear_001_X_ctx_lh_G_cingul-Post-dorsal,eptot.fear_001_X_ctx_lh_G_precuneus,eptot.fear_001_X_ctx_lh_S_pericallosal,eptot.fear_001_X_ctx_lh_S_subparietal,eptot.fear_001_X_ctx_rh_G_precuneus,eptot.fear_001_X_ctx_rh_G_cingul-Post-dorsal,eptot.fear_001_X_ctx_rh_S_cingul-Marginalis,eptot.fear_001_X_ctx_rh_S_subparietal,eptot.fear_001_X_ctx_rh_S_pericallosal,eptot.fear_001_X_Left-Cerebral-White-Matter,eptot.fear_001_X_Right-Cerebral-White-Matter,eptot.fear_002_X_ctx_lh_G_and_S_cingul-Mid-Ant,eptot.fear_002_X_ctx_rh_G_and_S_cingul-Mid-Post,eptot.fear_002_X_ctx_rh_G_and_S_cingul-Mid-Ant,eptot.fear_002_X_ctx_lh_G_and_S_cingul-Mid-Post,eptot.fear_002_X_ctx_rh_S_pericallosal,eptot.fear_002_X_Left-Cerebral-White-Matter,eptot.fear_002_X_Right-Cerebral-White-Matter,gad_lead.fear_001_X_ctx_lh_G_insular_short,gad_lead.fear_001_X_ctx_lh_G_front_inf-Opercular,gad_lead.fear_001_X_ctx_lh_Lat_Fis-ant-Vertical,gad_lead.fear_001_X_ctx_lh_S_circular_insula_sup,gad_lead.fear_001_X_ctx_lh_S_front_inf,gad_lead.fear_001_X_Left-Cerebral-White-Matter,socanx_lead.fear_001_X_ctx_lh_G_front_sup,socanx_lead.fear_001_X_ctx_lh_G_front_middle,socanx_lead.fear_001_X_ctx_lh_G_precentral,socanx_lead.fear_002_X_Right-Cerebral-White-Matter,socanx_lead.fear_002_X_ctx_rh_S_precentral-sup-part,socanx_lead.fear_002_X_ctx_rh_G_precentral
1001_01,0.041371,-1.056217,-0.640766,1.362213,0.639105,0.273514,1.5285600000000001,0.541558,1.010183,0.8470280000000001,0.8695370000000001,2.108056,0.283869,-0.503137,-0.49027,-0.5366479999999999,0.362919,1.844875,-0.347138,0.397409,-0.39945,-0.524854,1.5287469999999999,-0.9747450000000001,1.9317119999999999,-0.8491559999999999,0.27878000000000003,-0.755821,0.207234,-1.3654700000000002,-1.5477290000000001,-0.104117,-1.480431,-1.348588,-2.096191,-1.17062,-1.6737099999999998,-1.881782,-1.263241,-1.849074,-1.583764,-1.6793310000000001,-2.228613,-1.949398,-1.705343,-1.901268,-0.68496,-1.591909,-1.6889330000000002,-1.370401,-1.8935330000000001,-0.52217,2.069615,-1.0431190000000001,-0.193928,-0.186281,1.637291,0.356059,-0.46032799999999996,-0.036978,-0.718676,-0.8221620000000001,-0.435891,-1.612333
1001_02,1.8803330000000003,1.90409,1.280625,2.491393,2.034691,0.694014,2.3898330000000003,0.609627,2.702604,0.400015,2.966462,2.10068,1.938074,1.6374469999999999,1.976645,0.269449,0.6473270000000001,1.101512,-0.24177600000000002,0.081565,-1.617625,0.033791,2.5796759999999996,-0.638534,2.6687849999999997,1.507759,0.480051,0.48832200000000003,-0.736643,2.553588,-0.306257,0.7522409999999999,1.2163110000000001,0.285174,0.014743000000000001,-0.642405,0.168578,-0.273552,-1.8801919999999999,-0.292621,-2.42121,-1.311521,-0.9397840000000001,0.19015,-0.971772,1.117564,1.534271,1.118131,1.9513209999999999,0.9745520000000001,1.687183,1.105586,0.356427,0.343719,1.610502,2.009188,0.602688,1.982963,0.8268399999999999,-0.9370139999999999,1.365229,1.396757,1.6135389999999998,1.698322
1001_03,0.556075,1.139989,1.234984,2.1776720000000003,2.486093,1.6005530000000001,2.7337860000000003,2.011127,1.7433169999999998,2.0817,1.115371,0.933559,1.870207,1.617294,-0.9250729999999999,-0.21051,1.10049,2.1476889999999997,0.17977100000000001,0.282666,-4.35686,-1.051402,1.397168,-1.091232,1.196769,-0.00864,-0.048853,0.589604,-0.904825,0.06717999999999999,-0.978505,-1.141731,1.110327,-0.40037,0.733943,0.9573780000000001,0.45091400000000004,-0.012408,-1.9351909999999999,0.190187,-3.1735130000000003,-0.9619129999999999,-0.077852,0.638162,-0.012163,-2.740017,-1.605369,-2.156193,-1.948696,-2.051272,-0.99818,-1.326177,-2.07748,-1.9026189999999998,-1.7085419999999998,-2.4921330000000004,-1.188641,-2.259847,-2.548868,-0.9959600000000001,-1.0630879999999998,-0.9833870000000001,-1.300549,-1.0711680000000001
1001_04,0.48888000000000004,0.928135,0.191502,1.318384,1.450844,0.967411,1.465708,1.755742,1.403775,1.7634759999999998,0.718515,-0.074226,1.063925,0.8218129999999999,-0.652107,0.116119,0.805409,1.254877,1.267349,1.155817,0.31049299999999996,0.047806,1.02811,-0.5047659999999999,0.277729,0.682646,-1.4954399999999999,-0.864008,-3.087155,0.450032,-0.870708,-1.706834,0.9597829999999999,-0.21100100000000002,-0.823049,-0.12978,-0.537693,0.059727999999999996,-1.708827,-1.112747,-2.178113,-1.589326,-2.490464,-0.523076,-1.455673,0.900969,2.621398,0.650071,1.717903,-0.534454,1.383602,1.145913,-2.301214,-2.3130919999999997,-1.7952169999999998,-2.0414369999999997,-2.0470900000000003,-1.368422,-0.517678,-1.800632,1.5962290000000001,-0.43486499999999995,-0.34976799999999997,0.187432
1001_05,0.46742100000000003,-0.9258360000000001,-1.262787,0.185564,-0.081732,0.563342,0.310126,0.9728040000000001,-0.159414,0.9179700000000001,-0.142826,-2.653728,-0.652004,-0.560952,1.152773,0.743726,0.814917,1.522646,1.3285770000000001,1.874573,0.955858,0.6387079999999999,-1.376133,0.202799,-2.063398,-0.034354,0.030249,-0.22615300000000002,-1.106263,1.213587,0.9140209999999999,0.306465,0.9275559999999999,1.034965,-0.019547,-0.642048,1.0564280000000001,0.073132,-0.998384,-0.742924,-1.329322,-0.8922680000000001,0.32204499999999997,0.401918,-0.924849,3.399453,0.988135,1.44607,1.994198,0.2446,1.615324,0.641713,-1.257981,1.2548290000000002,0.38205,0.134849,-0.694743,-0.019273,0.905159,0.662708,2.4340669999999998,1.6382450000000002,1.366729,1.8807470000000002
1001_06,-0.777888,1.4302,1.4402760000000001,-0.286487,1.372557,0.328677,0.594576,0.16856400000000002,0.9838680000000001,-0.036338,0.24667399999999998,0.8938729999999999,1.738951,0.717233,-0.032389999999999995,0.40213000000000004,-0.595342,0.192693,0.867936,0.163248,-2.327771,0.10431099999999999,1.7032,0.09538300000000001,1.307939,-0.23403400000000002,1.401234,1.884671,-2.260105,1.416228,-0.9242469999999999,-0.526061,0.783535,-0.101786,0.356988,0.159768,0.336383,-0.073187,-2.201593,-0.014659,-2.447074,-0.9389770000000001,-0.9931639999999999,0.080088,-0.36440100000000003,-0.103502,-0.023186000000000002,-0.508528,0.396931,-0.9693510000000001,0.073102,-0.1565,1.9591319999999999,-0.102658,1.188595,1.038951,0.168009,1.048241,1.917528,0.31132,2.8568740000000004,2.5613669999999997,2.9327490000000003,2.196509
1001_07,-1.204199,0.134643,0.33072199999999996,-1.213014,0.21564099999999997,1.089283,-0.6903,0.633628,0.212519,0.158548,-0.835873,-1.291951,1.4190530000000001,-0.299727,0.222075,1.1241709999999998,-0.628326,0.704775,1.616436,0.7868350000000001,-2.94156,0.981559,0.051439,-0.536301,-0.7141850000000001,-0.28233400000000003,-0.787208,1.369985,-3.082148,2.152262,1.818821,-1.0942690000000002,2.550468,2.235985,0.09246499999999999,-0.223539,-0.478051,-0.132241,-0.547536,0.123197,-1.023401,-0.733847,-0.055916999999999994,-0.596743,-0.908209,0.910063,1.222156,0.6427,0.845508,-0.8880959999999999,0.322293,0.44883900000000004,-1.4678870000000002,-0.327934,-0.09449600000000001,-1.1974069999999999,0.08691499999999999,-0.33775700000000003,-1.357284,0.49753800000000004,-0.5807869999999999,-0.220969,0.40424699999999997,-0.571055
1001_08,-0.625127,0.741711,1.2682360000000001,0.030070999999999997,1.504732,0.323639,0.627039,-0.604097,-0.133241,-1.452648,-0.757233,0.571551,1.9172150000000001,0.782188,0.8586790000000001,-0.831681,-1.187591,-1.248491,0.38403699999999996,-0.022632,-1.422623,-0.909689,0.335294,-1.345372,0.691254,-1.773584,2.104733,1.059993,1.1093600000000001,0.83244,1.8107419999999999,1.305927,3.035268,2.103997,2.145209,1.8263599999999998,1.2671270000000001,0.25022300000000003,0.007175,2.0667009999999997,-0.602406,0.819334,1.346654,1.3232059999999999,1.304783,-4.080893,0.24767899999999998,-1.844481,-1.6683,-1.9897619999999998,-1.100954,-0.617995,1.638882,0.18220999999999998,1.8307799999999999,-0.09169,-0.424782,-0.24173899999999998,0.818495,0.575725,1.306889,1.51063,1.8227939999999998,1.145484
1001_09,1.208405,-2.527189,-2.151035,1.071368,-1.906311,0.005319,-0.019301,0.35586799999999996,0.292598,0.8529969999999999,0.6335390000000001,-1.8193979999999998,-2.209413,-1.142765,0.297516,1.253829,1.825484,1.696319,1.513832,1.480241,0.8594360000000001,1.205827,0.054795,1.885101,-0.327316,2.060484,-0.09890700000000001,-0.243943,-1.748219,0.9509770000000001,-2.664111,-0.809132,-1.166547,-2.67555,-0.80918,-1.9589919999999998,-0.343055,-2.1258169999999996,-1.626794,-1.044617,-1.284522,-1.670886,-1.294565,-1.030253,-1.266873,-0.8628549999999999,-0.44776099999999996,-0.056679999999999994,-0.754783,-0.537867,-0.841641,0.052801,-1.40301,-0.674343,-1.077774,0.134508,-0.7823720000000001,0.1779,-0.088202,-0.952142,0.5963579999999999,0.077101,-0.37547800000000003,0.780089
1001_10,-2.7431900000000002,1.38286,1.346278,-0.8489899999999999,1.296186,-0.007561,0.096941,-0.390962,-0.192271,-0.579832,-0.8103090000000001,1.6482720000000002,1.78984,0.412846,-0.9113690000000001,0.9043969999999999,0.83909,-0.298294,0.730846,1.413831,0.783443,0.9524440000000001,0.358589,0.373761,1.139869,0.49108599999999997,-1.733796,-0.493878,-1.237006,0.8876809999999999,0.967059,-0.845332,0.9126270000000001,0.876626,-0.791525,-1.35633,-0.170707,-0.33518600000000004,-1.764225,-0.744459,-1.300777,-0.95037,-1.01996,-0.506944,-0.9107,0.159919,-1.3206879999999999,-0.644775,-0.813405,-0.092889,0.08721,-0.288016,0.586734,0.802469,1.20147,1.037145,1.450877,1.110188,0.8438260000000001,-0.5342180000000001,2.1172169999999997,0.6438,-0.061145000000000005,1.166519
