SubjectID,chsev.fear.001_BOTTOM_X_ctx_rh_G_front_inf-Opercular,chsev.fear.001_BOTTOM_X_ctx_rh_G_Ins_lg_and_S_cent_ins,chsev.fear.001_BOTTOM_X_ctx_rh_Lat_Fis-post,chsev.fear.001_BOTTOM_X_ctx_rh_G_insular_short,chsev.fear.001_TOP_X_ctx_rh_G_Ins_lg_and_S_cent_ins,chsev.fear.001_BOTTOM_X_Right-Cerebral-White-Matter,chsev.fear.001_TOP_X_ctx_rh_G_insular_short,chsev.fear.001_BOTTOM_X_Right-Putamen,chsev.fear.001_TOP_X_ctx_rh_S_circular_insula_sup,chsev.fear.001_BOTTOM_X_Right-Pallidum,chsev.fear.001_TOP_X_ctx_rh_G_front_inf-Opercular,chsev.fear.001_TOP_X_ctx_rh_S_front_inf,chsev.fear.001_BOTTOM_X_ctx_rh_S_circular_insula_sup,chsev.fear.001_BOTTOM_X_ctx_rh_S_circular_insula_inf,chsev.fear.003_BOTTOM_X_Right-Cerebral-White-Matter,chsev.fear.002_PRECUNEOUS_X_Right-Cerebral-White-Matter,chsev.fear.002_PRECUNEOUS_X_ctx_rh_G_cingul-Post-ventral,chsev.fear.001_TOP_X_Right-Putamen,chsev.fear.002_PRECUNEOUS_X_Left-Cerebral-White-Matter,chsev.fear.002_PRECUNEOUS_X_ctx_lh_G_precuneus,chsev.fear.002_PRECUNEOUS_X_ctx_lh_G_cuneus,chsev.fear.002_PRECUNEOUS_X_ctx_rh_G_precuneus,chsev.fear.001_TOP_X_Right-Cerebral-White-Matter,chsev.fear.002_PRECUNEOUS_X_ctx_rh_S_parieto_occipital,chsev.fear.001_TOP_X_ctx_rh_S_precentral-inf-part,chsev.fear.002_PRECUNEOUS_X_ctx_rh_S_calcarine,chsev.fear.003_BOTTOM_X_ctx_rh_G_front_inf-Orbital,chsev.fear.003_BOTTOM_X_ctx_rh_G_front_inf-Triangul,chsev.fear.003_BOTTOM_X_ctx_rh_G_orbital,chsev.fear.003_BOTTOM_X_ctx_rh_S_front_inf,chsev.fear.004_X_ctx_lh_S_front_sup,chsev.fear.003_BOTTOM_X_ctx_rh_S_orbital_lateral,chsev.fear.004_X_ctx_lh_G_front_middle,chsev.fear.004_X_Left-Cerebral-White-Matter,eptot.fear_001_X_ctx_lh_G_cingul-Post-dorsal,eptot.fear_001_X_ctx_lh_G_precuneus,eptot.fear_001_X_ctx_lh_S_pericallosal,eptot.fear_001_X_ctx_lh_S_subparietal,eptot.fear_001_X_ctx_rh_G_precuneus,eptot.fear_001_X_ctx_rh_G_cingul-Post-dorsal,eptot.fear_001_X_ctx_rh_S_cingul-Marginalis,eptot.fear_001_X_ctx_rh_S_subparietal,eptot.fear_001_X_ctx_rh_S_pericallosal,eptot.fear_001_X_Left-Cerebral-White-Matter,eptot.fear_001_X_Right-Cerebral-White-Matter,eptot.fear_002_X_ctx_lh_G_and_S_cingul-Mid-Ant,eptot.fear_002_X_ctx_rh_G_and_S_cingul-Mid-Post,eptot.fear_002_X_ctx_rh_G_and_S_cingul-Mid-Ant,eptot.fear_002_X_ctx_lh_G_and_S_cingul-Mid-Post,eptot.fear_002_X_ctx_rh_S_pericallosal,eptot.fear_002_X_Left-Cerebral-White-Matter,eptot.fear_002_X_Right-Cerebral-White-Matter,gad_lead.fear_001_X_ctx_lh_G_insular_short,gad_lead.fear_001_X_ctx_lh_G_front_inf-Opercular,gad_lead.fear_001_X_ctx_lh_Lat_Fis-ant-Vertical,gad_lead.fear_001_X_ctx_lh_S_circular_insula_sup,gad_lead.fear_001_X_ctx_lh_S_front_inf,gad_lead.fear_001_X_Left-Cerebral-White-Matter,socanx_lead.fear_001_X_ctx_lh_G_front_sup,socanx_lead.fear_001_X_ctx_lh_G_front_middle,socanx_lead.fear_001_X_ctx_lh_G_precentral,socanx_lead.fear_002_X_Right-Cerebral-White-Matter,socanx_lead.fear_002_X_ctx_rh_S_precentral-sup-part,socanx_lead.fear_002_X_ctx_rh_G_precentral
1001_01,0.014863,0.559701,0.6509119999999999,1.147443,1.6850189999999998,0.363168,1.582559,0.5055890000000001,0.745269,0.31083,0.20382,1.2871700000000001,0.703565,1.1013549999999999,-0.297678,0.081015,0.975613,0.974499,0.287459,0.609651,0.254798,0.121108,1.337149,-0.345746,1.918557,-0.803652,-0.47353999999999996,-0.629234,-1.095443,-0.176733,-1.668265,-0.675231,-1.7581330000000002,-1.637756,-2.399611,-2.12636,-1.63439,-2.244766,-2.234944,-2.372776,-2.531419,-2.39531,-2.53632,-1.820384,-2.369659,0.141907,-0.5707770000000001,-1.038023,-0.690623,-0.980549,-0.9361709999999999,-0.316879,1.196521,-1.8456270000000001,-0.637195,-0.465179,0.051601999999999995,0.378328,-0.370761,-1.0609520000000001,1.1207989999999999,0.528351,0.761027,-0.542551
1001_02,1.6180510000000001,0.220681,-0.39655100000000004,0.37476,-0.174533,-1.00994,-0.8834110000000001,-0.976259,-1.02091,-1.73826,0.968115,2.3176400000000004,-0.298645,-0.386117,1.878664,-1.115536,-0.467549,-0.887942,-1.585559,-1.245089,-0.033224000000000004,-0.7846420000000001,0.233014,-1.640936,0.9559629999999999,-0.6647270000000001,0.5077119999999999,-0.08566599999999999,2.434299,1.253451,0.204652,1.6310559999999998,0.33839600000000003,0.63055,-0.9732299999999999,-2.268975,-0.761975,-0.899885,-1.0245,-0.8285610000000001,-0.8106909999999999,-0.5438850000000001,-1.0802049999999999,-0.815455,-0.46965,0.82314,-1.0814409999999999,-0.155853,-0.161546,1.2659200000000002,-0.44358500000000006,-0.389453,0.813711,0.630725,1.9965009999999999,2.557897,1.298554,2.062578,1.400059,2.6950279999999998,2.649426,1.4562700000000002,0.09829700000000001,2.3738330000000003
1001_03,0.929143,0.5831689999999999,0.753588,1.4843,1.306263,0.9660639999999999,1.064306,1.217033,0.311716,1.189296,0.759247,-1.1698469999999999,0.326846,1.562973,0.5430010000000001,-0.744688,-0.312526,0.6453840000000001,-0.763413,-0.49250299999999997,-0.922575,-0.754445,-0.25254299999999996,-0.52654,-0.721155,-0.160108,1.4849510000000001,0.8690690000000001,2.109308,-0.366871,0.40068000000000004,1.203419,1.476309,0.8957930000000001,0.829676,0.241533,1.058079,0.842468,-0.795519,0.466059,-1.445173,0.335171,0.797175,1.2646389999999998,0.630318,-1.5634549999999998,-2.241865,-1.9713169999999998,-2.014122,-1.2040309999999999,-1.06094,-1.422963,0.4387,0.192254,0.948786,0.040264,0.16129100000000002,-0.777936,-0.59163,-0.022811,-0.418484,-0.8744639999999999,-1.4288290000000001,-0.76056
1001_04,-0.405563,-0.200818,-0.670604,0.914833,0.570353,1.158259,0.807186,1.88132,0.081177,1.9763060000000001,-0.243662,-0.254967,0.048673,-0.00627,-0.150286,-1.003744,1.1802549999999998,1.448236,-0.8379690000000001,-0.553309,-1.145091,-1.4932219999999998,0.240971,-0.6839529999999999,-0.05164,0.380069,-0.649807,-0.764704,-0.688634,-0.56498,-1.3059889999999998,-0.301471,-0.557504,-1.1663649999999999,-0.881639,-0.178887,0.566176,-0.8835379999999999,-0.965115,-1.191252,-1.507398,-1.427675,-1.5381799999999999,-0.5867680000000001,-0.856577,0.075522,1.7038939999999998,-0.049408999999999995,0.569339,-0.913013,0.518374,1.216964,-0.322704,-0.646212,-0.628254,-0.920874,-2.022417,-1.3111760000000001,-2.530859,-1.832026,-0.739028,-2.4911,-2.044498,-2.664964
1001_05,-0.981409,0.64261,0.371531,-0.439625,0.732345,0.715647,0.201439,0.9287040000000001,-0.356042,1.3094629999999998,-1.063169,-0.812208,0.779561,0.410915,0.952785,1.3044639999999998,1.166626,0.718003,1.100842,1.53863,1.73902,1.352843,-0.81772,1.604647,-0.7270840000000001,1.412043,0.332815,-0.16503099999999998,0.734911,0.756005,1.941602,0.811669,1.830108,1.7153040000000002,0.399414,0.082202,0.908399,-0.07835700000000001,-0.506576,0.049835000000000004,-0.951058,-0.4485,0.60082,0.035,-0.503218,2.120375,-0.449859,0.8864799999999999,0.412645,1.399071,0.334187,0.221414,0.5868359999999999,0.599747,-0.275148,-0.18603699999999998,0.460374,-0.087278,0.33685,1.180707,1.006607,0.615838,0.41952399999999995,1.065732
1001_06,-1.622193,0.210081,0.337859,-1.9717799999999999,-0.553813,-0.475584,-1.652359,-0.993898,-0.9338209999999999,-1.538977,-1.278271,0.7434470000000001,0.55783,-0.781107,-1.401424,-1.251672,-1.31301,-0.851886,-0.34047,-1.019847,-0.9040950000000001,-1.29956,0.353091,-0.6293569999999999,0.207173,-0.790705,-2.996154,-2.679589,-1.078827,-1.234148,-1.494797,-1.889377,-0.9422209999999999,-1.2470729999999999,-0.712709,0.47834,-0.779746,-0.43208199999999997,-1.074449,-0.704188,-0.919098,-1.130301,-1.16644,-0.624449,-0.613337,-0.5365340000000001,-0.7162149999999999,-0.768798,-0.537168,-0.439043,-0.138227,-0.281569,0.601183,-0.640143,-0.389615,0.876141,-0.373284,0.546659,-0.27676799999999996,-0.8542360000000001,0.6173,1.763627,1.772102,0.8014939999999999
1001_07,-0.29170999999999997,-1.879751,-2.194789,-0.615987,-1.8550470000000001,-1.278881,-1.321417,-0.8552690000000001,-1.534171,-0.8176100000000001,-1.2761799999999999,-0.44036000000000003,-1.815693,-1.940433,1.369858,-0.32911599999999996,-1.2322309999999999,-1.372163,0.575661,0.108279,-1.631699,-0.128215,-1.727507,-0.66885,-1.4285649999999999,-0.9124389999999999,1.23899,1.449344,0.9669690000000001,2.217227,0.357142,1.400264,0.879713,0.7712319999999999,-1.249484,-1.1755639999999998,-2.435292,-1.2011969999999998,-1.6515830000000002,-1.314691,-2.0084299999999997,-1.054583,-2.472131,-1.847484,-1.834684,0.145923,-0.592749,-0.238483,-0.930314,0.196377,-1.103672,0.12528399999999998,0.129494,0.204413,-0.063812,-0.40501,0.735102,0.096967,0.44840100000000005,-0.290743,-0.694992,0.565917,0.770995,0.44575
1001_08,0.449481,1.618169,1.4618879999999999,0.211767,1.659282,0.7286819999999999,0.620145,0.342465,0.049199,0.21655700000000003,-0.39700799999999997,0.326968,1.60845,0.495906,1.5130549999999998,-0.486958,-0.210896,0.060063,0.405929,0.536912,0.311427,-0.238792,-0.23925700000000003,0.22718000000000002,-0.24325500000000003,-0.199896,2.4237,1.401427,3.437498,0.747152,0.596191,2.733099,0.460736,0.541955,1.8912849999999999,1.8524470000000002,1.239775,0.511536,1.311854,2.029504,0.8080970000000001,1.8220049999999999,1.516045,1.03755,1.185751,-1.697488,0.283111,-1.1297780000000002,-0.280236,-0.06325599999999999,-0.30082800000000004,-0.596789,1.47156,1.222991,1.7091450000000001,0.096023,1.3338219999999998,-0.168241,-0.5630430000000001,1.515077,1.9079439999999999,2.172489,1.2083469999999998,1.408356
1001_09,2.305457,-2.856227,-2.614205,0.914925,-2.1891380000000003,-0.620205,-0.140371,0.6484489999999999,0.057085000000000004,1.114982,0.929752,-2.472317,-3.081555,-1.5399200000000002,-0.384983,0.23797,1.079316,1.7067400000000001,0.356703,0.45904300000000003,1.7060669999999998,0.46780200000000005,-1.055561,1.5582799999999999,-1.8725,1.705086,-1.674268,-2.319629,0.222041,-1.327757,-0.049712,-0.397903,-1.7837330000000002,-0.7569640000000001,-0.848987,-0.949174,-0.6892199999999999,-1.076841,-0.40560999999999997,-0.799597,-0.435241,-0.5231140000000001,-0.148622,-1.190792,-0.545165,0.161478,0.270176,1.060811,-0.190866,0.24852800000000003,-0.640907,0.399404,0.454219,0.572587,-0.10563800000000001,0.801851,-0.132927,0.40722600000000003,-0.039304,-0.35304,0.510575,-0.4614,-0.756251,0.071873
1001_10,-1.298116,0.661822,1.040437,-0.820673,0.5058600000000001,-0.19402,-0.587956,0.196468,-0.676269,0.14107,-0.9279219999999999,0.421504,0.8941629999999999,0.386421,-1.629648,0.8295809999999999,0.572168,-0.273669,0.554912,1.315261,2.484165,1.2162389999999998,-0.343143,0.269622,0.046826,-0.23154899999999998,-1.013619,-0.693725,0.936102,-0.825207,0.191967,-0.35580500000000004,0.19234300000000001,0.313716,-0.82073,0.352229,-0.468537,0.5676640000000001,0.273412,-0.640703,0.861917,-0.12268699999999999,-1.866769,-0.232294,-0.514335,0.14993099999999998,0.573973,0.23301,0.407555,0.48681199999999997,0.647745,0.890958,0.183454,0.324207,0.299992,0.794034,0.9472709999999999,0.852743,0.686285,0.061678,0.026045999999999996,0.589883,0.012415,0.682275
