SubjectID,chsev.fear.001_BOTTOM_X_ctx_rh_G_front_inf-Opercular,chsev.fear.001_BOTTOM_X_ctx_rh_G_Ins_lg_and_S_cent_ins,chsev.fear.001_BOTTOM_X_ctx_rh_Lat_Fis-post,chsev.fear.001_BOTTOM_X_ctx_rh_G_insular_short,chsev.fear.001_TOP_X_ctx_rh_G_Ins_lg_and_S_cent_ins,chsev.fear.001_BOTTOM_X_Right-Cerebral-White-Matter,chsev.fear.001_TOP_X_ctx_rh_G_insular_short,chsev.fear.001_BOTTOM_X_Right-Putamen,chsev.fear.001_TOP_X_ctx_rh_S_circular_insula_sup,chsev.fear.001_BOTTOM_X_Right-Pallidum,chsev.fear.001_TOP_X_ctx_rh_G_front_inf-Opercular,chsev.fear.001_TOP_X_ctx_rh_S_front_inf,chsev.fear.001_BOTTOM_X_ctx_rh_S_circular_insula_sup,chsev.fear.001_BOTTOM_X_ctx_rh_S_circular_insula_inf,chsev.fear.003_BOTTOM_X_Right-Cerebral-White-Matter,chsev.fear.002_PRECUNEOUS_X_Right-Cerebral-White-Matter,chsev.fear.002_PRECUNEOUS_X_ctx_rh_G_cingul-Post-ventral,chsev.fear.001_TOP_X_Right-Putamen,chsev.fear.002_PRECUNEOUS_X_Left-Cerebral-White-Matter,chsev.fear.002_PRECUNEOUS_X_ctx_lh_G_precuneus,chsev.fear.002_PRECUNEOUS_X_ctx_lh_G_cuneus,chsev.fear.002_PRECUNEOUS_X_ctx_rh_G_precuneus,chsev.fear.001_TOP_X_Right-Cerebral-White-Matter,chsev.fear.002_PRECUNEOUS_X_ctx_rh_S_parieto_occipital,chsev.fear.001_TOP_X_ctx_rh_S_precentral-inf-part,chsev.fear.002_PRECUNEOUS_X_ctx_rh_S_calcarine,chsev.fear.003_BOTTOM_X_ctx_rh_G_front_inf-Orbital,chsev.fear.003_BOTTOM_X_ctx_rh_G_front_inf-Triangul,chsev.fear.003_BOTTOM_X_ctx_rh_G_orbital,chsev.fear.003_BOTTOM_X_ctx_rh_S_front_inf,chsev.fear.004_X_ctx_lh_S_front_sup,chsev.fear.003_BOTTOM_X_ctx_rh_S_orbital_lateral,chsev.fear.004_X_ctx_lh_G_front_middle,chsev.fear.004_X_Left-Cerebral-White-Matter,eptot.fear_001_X_ctx_lh_G_cingul-Post-dorsal,eptot.fear_001_X_ctx_lh_G_precuneus,eptot.fear_001_X_ctx_lh_S_pericallosal,eptot.fear_001_X_ctx_lh_S_subparietal,eptot.fear_001_X_ctx_rh_G_precuneus,eptot.fear_001_X_ctx_rh_G_cingul-Post-dorsal,eptot.fear_001_X_ctx_rh_S_cingul-Marginalis,eptot.fear_001_X_ctx_rh_S_subparietal,eptot.fear_001_X_ctx_rh_S_pericallosal,eptot.fear_001_X_Left-Cerebral-White-Matter,eptot.fear_001_X_Right-Cerebral-White-Matter,eptot.fear_002_X_ctx_lh_G_and_S_cingul-Mid-Ant,eptot.fear_002_X_ctx_rh_G_and_S_cingul-Mid-Post,eptot.fear_002_X_ctx_rh_G_and_S_cingul-Mid-Ant,eptot.fear_002_X_ctx_lh_G_and_S_cingul-Mid-Post,eptot.fear_002_X_ctx_rh_S_pericallosal,eptot.fear_002_X_Left-Cerebral-White-Matter,eptot.fear_002_X_Right-Cerebral-White-Matter,gad_lead.fear_001_X_ctx_lh_G_insular_short,gad_lead.fear_001_X_ctx_lh_G_front_inf-Opercular,gad_lead.fear_001_X_ctx_lh_Lat_Fis-ant-Vertical,gad_lead.fear_001_X_ctx_lh_S_circular_insula_sup,gad_lead.fear_001_X_ctx_lh_S_front_inf,gad_lead.fear_001_X_Left-Cerebral-White-Matter,socanx_lead.fear_001_X_ctx_lh_G_front_sup,socanx_lead.fear_001_X_ctx_lh_G_front_middle,socanx_lead.fear_001_X_ctx_lh_G_precentral,socanx_lead.fear_002_X_Right-Cerebral-White-Matter,socanx_lead.fear_002_X_ctx_rh_S_precentral-sup-part,socanx_lead.fear_002_X_ctx_rh_G_precentral
1001_01,0.954752,0.354231,0.49323199999999995,0.422806,0.797381,-0.500339,0.9064180000000001,-0.28262800000000005,0.8029729999999999,-0.175717,1.564349,2.5751180000000002,0.551184,-1.08696,-0.177651,0.059493,-0.271777,0.368729,0.29836,0.420529,0.15101199999999998,0.29485100000000003,1.3406639999999999,-0.5772189999999999,2.103756,-0.718287,0.985159,0.29135300000000003,1.7884669999999998,-0.409115,1.095643,0.7017939999999999,0.505854,1.3646909999999999,-1.698276,-0.866692,-1.321027,-0.320812,-0.6051310000000001,-1.4913969999999999,-0.657416,-0.45302600000000004,-1.381322,-1.306241,-1.17035,-1.965583,-1.797106,-1.652321,-1.895761,-0.109883,-2.202187,-1.185534,2.094655,1.5977430000000001,1.688877,1.0117450000000001,1.655647,1.0487870000000001,0.7014060000000001,1.202925,1.6192229999999999,1.624442,1.189337,0.756577
1001_02,0.712322,2.113867,0.814301,1.7199849999999999,1.590149,-0.092126,1.764892,-0.759467,2.356763,-0.9484670000000001,2.333556,1.098126,1.6675099999999998,1.1274170000000001,1.069559,-2.60855,-1.950013,-0.166682,-2.86407,-2.1901759999999997,-1.357251,-2.443502,2.1699189999999997,-2.6145080000000003,2.574818,0.440879,0.207502,1.004824,-3.533093,3.326947,-3.217454,-0.478663,-2.9837689999999997,-3.0754599999999996,-1.8896560000000002,-2.020763,-1.293319,-3.470534,-3.3065559999999996,-2.250271,-2.980003,-3.9395580000000003,-2.253662,-1.729082,-2.485579,2.261869,2.382683,2.017806,2.477656,0.573626,1.913275,1.708653,-1.195541,-0.501263,-1.395608,0.81879,0.03771,1.2069370000000001,0.20116199999999998,-1.585681,0.750436,0.9788389999999999,2.255153,0.850139
1001_03,0.035443999999999996,-0.7090569999999999,-0.89128,0.979418,0.654618,0.52113,1.474414,0.995286,1.182662,1.119653,0.19656300000000002,0.555149,0.255469,-0.479691,-1.2997319999999999,0.905026,1.218521,1.690264,1.6423310000000002,1.460693,-3.9926660000000003,0.183151,0.9074540000000001,-0.5735939999999999,0.417419,0.303844,-0.938736,-0.544184,-1.1013,-1.006139,-0.497933,-1.379777,1.229929,0.10790999999999999,1.762874,2.457226,1.182391,1.1303379999999998,0.716483,1.819147,0.547441,1.412016,1.328383,1.5161639999999998,1.488404,-1.036969,0.06296399999999999,-1.000241,0.303964,-2.159834,1.0245309999999999,-0.61433,-1.6735650000000002,-1.7625669999999998,-1.4280709999999999,-2.191437,-0.367425,-1.2203979999999999,-1.175591,-0.803515,-1.340529,-0.139793,-0.620417,-0.252323
1001_04,0.998024,1.619448,1.284715,1.2250510000000001,1.645906,0.636609,1.6021450000000002,1.178556,1.725557,1.304511,0.882705,-0.524061,1.359407,1.762779,0.074228,0.270894,0.55223,0.9977299999999999,0.48231999999999997,0.25827100000000003,0.112349,0.38011,0.839844,0.32303899999999997,-0.47479499999999997,1.266548,-1.1384729999999998,0.057151,-2.879067,1.263413,0.590674,-1.401039,0.368512,0.51603,-0.632233,0.032605,-1.1263459999999998,0.566272,-0.5458689999999999,-0.7713770000000001,-0.5378569999999999,-0.6925319999999999,-1.3331030000000001,-0.210619,-1.007776,3.052296,2.584189,1.645588,2.452146,0.154026,1.695784,0.927284,-0.46717,-0.636418,-0.295392,-0.386445,-0.564623,0.087887,1.630736,1.4000000000000001e-05,2.149515,1.2160879999999998,1.329717,1.365949
1001_05,0.836782,-0.495583,-0.779513,0.022159,-0.155313,-0.468696,0.012808000000000002,-0.6059680000000001,-0.364626,-0.780086,0.06655900000000001,-1.333582,-1.103345,-0.507612,0.943995,0.387848,-0.415425,0.016868,0.5820930000000001,0.44588199999999995,-0.8386239999999999,0.409944,-1.264165,-0.9017700000000001,-1.609867,-1.192807,0.961384,0.9157959999999999,0.523489,0.823448,1.128378,0.781552,1.6384759999999998,1.57949,1.247315,2.008096,0.48576199999999997,1.519609,2.2792830000000004,1.4147809999999998,1.728739,1.598476,-0.052197,1.276483,0.912393,0.482624,0.759722,-0.045160000000000006,0.48045699999999997,-1.1189360000000002,0.543667,-0.32968200000000003,-0.48326899999999995,0.483461,0.8685,0.5693199999999999,0.298771,0.302324,1.414605,0.96345,2.742728,1.4497520000000002,1.378816,1.260249
1001_06,-0.678634,0.272702,0.38714499999999996,-0.11751700000000001,0.11173699999999999,-0.28267800000000004,0.178173,0.5529930000000001,0.238013,0.578758,0.191649,-0.022341,0.061308,0.9837959999999999,0.315608,0.23586,-0.844443,-0.021374,0.97996,0.244921,-3.783554,-0.20528400000000002,0.581991,-0.35766,1.074286,-0.309058,4.1688790000000004,4.316559,-1.661986,2.535453,0.218717,0.49854799999999994,2.617645,1.4497,-0.49782299999999996,-1.239869,-0.906223,-0.332505,-1.6480860000000002,-0.343518,-2.639038,-1.1748459999999998,-1.9471470000000002,-0.306396,-0.715178,0.186576,0.896882,-0.284167,0.8291870000000001,-0.648176,0.28670300000000004,0.122145,0.83439,-0.13803800000000002,1.4885549999999999,0.264726,0.326018,0.307727,1.916913,0.7797189999999999,3.0174819999999998,2.364411,2.736909,1.9493
1001_07,-1.9687689999999998,1.5152709999999998,2.007859,-1.3043120000000001,1.933586,2.736211,0.07846,1.716723,1.126679,1.154766,-1.153875,-3.016165,3.5827940000000003,1.327245,-0.452561,1.2887030000000002,0.5577949999999999,1.75174,1.800471,1.4349319999999999,-2.5758349999999997,0.7061930000000001,1.177732,-0.355185,-0.297784,-0.563142,-1.101732,0.05751799999999999,-2.309291,0.073062,1.422069,-1.3517620000000001,2.4840419999999996,1.671216,2.3652610000000003,1.079057,2.822629,0.547221,0.702005,2.123178,0.124073,0.564859,2.89742,1.449973,0.8921600000000001,-1.22997,0.295157,-0.983664,-0.08111499999999999,-3.2006930000000002,0.28425100000000003,-0.71455,-2.269812,-2.388368,-0.927416,-2.065583,-1.346185,-1.519906,-2.637502,0.538171,-1.7918669999999999,-0.7298560000000001,0.142254,-1.270324
1001_08,0.32524899999999995,0.592518,0.8195520000000001,2.3040990000000003,0.54995,0.366394,1.651081,0.337546,1.502782,0.001539,1.194752,-0.369786,0.673157,1.425151,0.810837,-0.271117,-0.6254109999999999,0.19730899999999998,0.05689400000000001,-0.20730900000000002,-0.295564,-0.356588,1.311449,-0.319037,0.9020229999999999,-0.6079289999999999,0.871469,1.771742,-1.573412,1.474745,0.550713,-0.291637,1.132242,0.5018729999999999,-0.201208,-0.14505099999999999,-0.515105,-1.441338,-0.9162629999999999,-0.050837,-0.873817,-0.811712,0.08794199999999999,-0.591008,0.08394700000000001,-2.185235,0.123778,-0.39328,-0.727744,-0.515116,-0.43652299999999994,-0.217284,0.7208180000000001,-0.574616,0.054742,0.7248479999999999,-0.817796,0.594841,-1.108032,-0.378483,-0.791358,-0.420604,0.294324,-1.219334
1001_09,-0.291746,1.4439899999999999,1.6761220000000001,0.617175,1.310673,1.113891,0.7441800000000001,1.028346,0.487281,1.293892,-0.6932119999999999,-2.73815,1.695129,1.2198790000000002,-1.080339,2.735,2.174962,0.699542,3.632797,3.3840550000000005,0.544984,2.5719849999999997,-0.051697,2.610521,-0.427475,2.3341369999999997,-0.046566,0.760861,-3.710268,0.733897,-1.2715299999999998,-2.2134099999999997,1.225729,-0.889618,0.935666,0.975872,1.31037,0.346521,-0.134606,0.370793,0.2527,-0.257337,-0.313877,1.2865440000000001,0.10658599999999999,0.648486,1.4866469999999998,0.7552909999999999,1.31059,0.612739,1.589197,1.4079780000000002,-1.9120080000000002,-1.491144,-1.334334,-0.689689,-0.8154710000000001,-0.5831729999999999,-0.602634,-0.303668,-0.280731,0.732572,1.133321,-0.064823
1001_10,-1.146003,1.430815,0.627421,-0.358655,1.28396,0.48777299999999996,0.694966,0.044529,0.7978529999999999,-0.347663,0.79375,1.6645009999999998,1.65248,0.754146,1.6056469999999998,1.074761,0.427226,0.22295900000000002,1.654852,1.7549290000000002,-0.31702600000000003,1.197103,1.300906,0.316925,2.087053,0.241013,0.430404,1.7064259999999998,0.620271,2.878883,0.788316,1.253184,1.1493959999999999,0.742506,0.229765,-1.000071,0.617803,0.42516400000000004,-2.2856330000000002,-0.097476,-2.280955,-0.45702299999999996,0.288113,0.648725,-0.225735,-0.8026270000000001,-2.366721,-1.111176,-1.9289450000000001,-1.124435,-0.878992,-1.254005,2.992477,1.852602,2.852753,1.868707,2.941388,1.986416,0.919868,-0.802653,0.760084,0.883936,0.51247,1.327174
